dep,jour,hosp,rea,rad,dc
47,2020/4/15,58,10,49,8
47,2020/4/16,58,10,55,8
47,2020/4/17,58,8,61,10
47,2020/4/18,64,8,63,10
47,2020/4/19,66,8,65,10
47,2020/4/20,66,8,65,10
47,2020/4/21,70,8,65,10
47,2020/4/22,72,6,65,10
47,2020/4/23,72,6,65,10
48,2020/3/18,2,0,0,0
48,2020/3/19,2,0,0,0
48,2020/3/20,2,0,0,0
48,2020/3/21,2,0,0,0
48,2020/3/22,4,0,2,0
48,2020/3/23,8,0,2,0
48,2020/3/24,14,4,4,0
48,2020/3/25,16,4,4,0
48,2020/3/26,14,4,6,0
48,2020/3/27,14,4,6,0
48,2020/3/28,16,4,8,0
48,2020/3/29,18,4,8,0
48,2020/3/30,16,4,12,0
48,2020/3/31,14,4,14,0
48,2020/4/1,18,4,14,0
48,2020/4/2,18,2,16,0
48,2020/4/3,18,2,16,0
48,2020/4/4,16,2,18,0
48,2020/4/5,16,2,18,0
48,2020/4/6,16,2,18,0
48,2020/4/7,12,2,22,0
48,2020/4/8,12,2,22,0
48,2020/4/9,12,2,22,0
48,2020/4/10,12,2,22,0
48,2020/4/11,12,2,22,0
48,2020/4/12,12,2,22,0
48,2020/4/13,12,2,22,0
48,2020/4/14,12,2,22,0
48,2020/4/15,12,2,22,0
48,2020/4/16,10,2,24,0
48,2020/4/17,10,2,24,0
48,2020/4/18,10,2,24,0
48,2020/4/19,10,2,24,0
48,2020/4/20,10,2,24,0
48,2020/4/21,10,2,24,0
48,2020/4/22,8,2,26,0
48,2020/4/23,8,2,26,0
49,2020/3/18,24,2,52,0
49,2020/3/19,32,6,56,0
49,2020/3/20,44,8,63,0
49,2020/3/21,43,11,70,4
49,2020/3/22,44,12,80,4
49,2020/3/23,92,20,86,8
49,2020/3/24,116,30,96,10
49,2020/3/25,134,32,110,12
49,2020/3/26,158,40,130,16
49,2020/3/27,182,44,146,20
49,2020/3/28,214,58,162,20
49,2020/3/29,234,58,184,20
49,2020/3/30,250,60,188,28
49,2020/3/31,288,68,224,36
49,2020/4/1,300,80,254,36
49,2020/4/2,286,79,292,46
49,2020/4/3,303,105,326,54
49,2020/4/4,313,109,332,58
49,2020/4/5,321,109,342,66
49,2020/4/6,329,105,352,78
49,2020/4/7,347,105,392,88
49,2020/4/8,362,103,412,94
49,2020/4/9,380,106,436,94
49,2020/4/10,386,108,466,98
49,2020/4/11,404,92,484,106
49,2020/4/12,438,94,490,106
49,2020/4/13,441,90,506,108
49,2020/4/14,460,88,514,112
49,2020/4/15,420,88,558,120
49,2020/4/16,434,80,584,132
49,2020/4/17,412,80,604,138
49,2020/4/18,406,76,612,146
49,2020/4/19,400,76,620,150
49,2020/4/20,405,82,625,152
49,2020/4/21,384,74,646,156
49,2020/4/22,374,68,666,164
49,2020/4/23,378,64,688,170
50,2020/3/18,14,0,2,0
50,2020/3/19,12,0,4,0
50,2020/3/20,24,8,4,0
50,2020/3/21,30,8,4,0
50,2020/3/22,38,10,6,0
50,2020/3/23,40,14,8,0
50,2020/3/24,40,12,8,4
50,2020/3/25,42,10,16,6
50,2020/3/26,44,12,18,6
50,2020/3/27,51,14,22,8
50,2020/3/28,63,22,22,8
50,2020/3/29,73,26,26,12
50,2020/3/30,90,30,28,14
50,2020/3/31,92,32,31,19
50,2020/4/1,108,38,35,19
50,2020/4/2,113,42,45,19
50,2020/4/3,117,41,53,19
50,2020/4/4,129,41,57,21
50,2020/4/5,147,47,57,25
50,2020/4/6,136,47,63,29
50,2020/4/7,129,45,79,33
50,2020/4/8,127,45,85,33
50,2020/4/9,138,45,87,37
50,2020/4/10,154,45,91,37
50,2020/4/11,139,41,104,41
50,2020/4/12,140,39,108,41
50,2020/4/13,142,39,108,41
50,2020/4/14,154,39,110,52
50,2020/4/15,150,37,120,58
50,2020/4/16,152,39,128,58
50,2020/4/17,147,30,132,58
50,2020/4/18,143,30,136,60
50,2020/4/19,153,32,136,60
50,2020/4/20,159,36,138,64
50,2020/4/21,147,36,154,64
50,2020/4/22,122,28,167,68
50,2020/4/23,106,26,185,70
51,2020/3/18,70,14,12,2
51,2020/3/19,78,14,28,4
51,2020/3/20,108,22,51,4
51,2020/3/21,134,32,54,4
51,2020/3/22,184,38,54,6
51,2020/3/23,234,56,78,16
51,2020/3/24,290,66,104,20
51,2020/3/25,359,82,130,32
51,2020/3/26,398,88,142,38
51,2020/3/27,434,94,158,40
51,2020/3/28,506,104,223,48
51,2020/3/29,518,106,251,52
51,2020/3/30,536,124,271,82
51,2020/3/31,645,122,337,92
51,2020/4/1,656,122,389,106
51,2020/4/2,725,130,426,116
51,2020/4/3,706,136,470,133
51,2020/4/4,763,142,502,139
51,2020/4/5,777,142,502,139
51,2020/4/6,773,134,538,159
51,2020/4/7,777,142,622,175
51,2020/4/8,743,126,690,207
51,2020/4/9,765,124,726,215
51,2020/4/10,779,120,772,235
51,2020/4/11,727,116,832,261
51,2020/4/12,761,122,850,273
51,2020/4/13,785,120,857,277
51,2020/4/14,769,116,895,290
51,2020/4/15,760,114,963,300
51,2020/4/16,750,106,983,306
51,2020/4/17,744,106,1029,320
51,2020/4/18,682,96,1089,348
51,2020/4/19,698,98,1093,348
51,2020/4/20,678,98,1123,364
51,2020/4/21,679,92,1178,370
51,2020/4/22,675,96,1216,378
51,2020/4/23,661,92,1242,388
52,2020/3/18,8,0,0,2
52,2020/3/19,8,0,0,2
52,2020/3/20,16,0,10,8
52,2020/3/21,18,0,10,8
52,2020/3/22,26,4,10,8
52,2020/3/23,26,6,12,8
52,2020/3/24,48,12,22,10
52,2020/3/25,46,14,24,10
52,2020/3/26,72,18,26,14
52,2020/3/27,98,20,34,16
52,2020/3/28,106,22,34,16
52,2020/3/29,106,22,34,16
52,2020/3/30,110,22,34,16
52,2020/3/31,130,26,38,16
52,2020/4/1,132,24,40,16
52,2020/4/2,132,24,46,16
52,2020/4/3,164,30,68,36
52,2020/4/4,198,32,88,46
52,2020/4/5,198,36,92,50
52,2020/4/6,218,36,100,54
52,2020/4/7,230,34,110,70
52,2020/4/8,214,32,116,71
52,2020/4/9,194,32,122,72
52,2020/4/10,200,38,144,74
52,2020/4/11,198,36,156,80
52,2020/4/12,198,36,164,84
52,2020/4/13,200,36,166,84
52,2020/4/14,206,38,166,86
52,2020/4/15,172,38,190,90
52,2020/4/16,166,38,200,92
52,2020/4/17,166,38,206,92
52,2020/4/18,168,46,218,96
52,2020/4/19,172,46,220,98
52,2020/4/20,174,46,220,98
52,2020/4/21,160,44,232,102
52,2020/4/22,158,46,244,102
52,2020/4/23,152,46,248,104
53,2020/3/18,8,0,4,0
53,2020/3/19,10,2,6,0
53,2020/3/20,14,4,6,0
53,2020/3/21,14,4,6,0
53,2020/3/22,18,4,6,0
53,2020/3/23,28,4,6,2
53,2020/3/24,28,4,6,2
53,2020/3/25,42,8,6,2
53,2020/3/26,54,10,6,6
53,2020/3/27,90,12,6,6
53,2020/3/28,92,12,6,10
53,2020/3/29,105,13,6,10
53,2020/3/30,112,16,8,14
53,2020/3/31,110,18,16,16
53,2020/4/1,112,18,22,16
53,2020/4/2,120,20,28,16
53,2020/4/3,132,24,28,18
53,2020/4/4,150,28,28,22
53,2020/4/5,148,28,34,22
53,2020/4/6,152,28,34,22
53,2020/4/7,142,28,44,24
53,2020/4/8,148,30,50,26
53,2020/4/9,150,28,56,28
53,2020/4/10,148,28,60,34
53,2020/4/11,130,22,78,36
53,2020/4/12,138,22,78,36
53,2020/4/13,136,22,82,38
53,2020/4/14,142,22,84,38
53,2020/4/15,156,20,92,42
53,2020/4/16,182,20,98,50
53,2020/4/17,184,20,106,52
53,2020/4/18,182,22,112,52
53,2020/4/19,182,20,114,52
53,2020/4/20,180,20,116,54
53,2020/4/21,180,20,122,54
53,2020/4/22,184,20,130,54
53,2020/4/23,182,20,134,54
54,2020/3/18,82,37,2,10
54,2020/3/19,105,45,2,12
54,2020/3/20,128,51,4,14
54,2020/3/21,150,69,4,18
54,2020/3/22,209,114,23,31
54,2020/3/23,241,110,31,38
54,2020/3/24,322,158,49,48
54,2020/3/25,384,166,61,56
54,2020/3/26,417,186,81,66
54,2020/3/27,504,218,107,70
54,2020/3/28,626,262,127,76
54,2020/3/29,648,264,143,84
54,2020/3/30,741,291,177,100
54,2020/3/31,779,299,188,118
54,2020/4/1,815,310,261,150
54,2020/4/2,905,326,302,170
54,2020/4/3,970,352,371,191
54,2020/4/4,965,348,411,203
54,2020/4/5,947,342,441,217
54,2020/4/6,997,335,475,233
54,2020/4/7,968,339,561,251
54,2020/4/8,941,319,652,271
54,2020/4/9,923,313,707,281
54,2020/4/10,998,294,740,324
54,2020/4/11,998,292,764,340
54,2020/4/12,976,284,820,346
54,2020/4/13,995,291,834,356
54,2020/4/14,1001,287,880,366
54,2020/4/15,960,269,960,386
54,2020/4/16,908,257,1020,402
54,2020/4/17,888,249,1050,412
54,2020/4/18,874,231,1088,438
54,2020/4/19,871,219,1101,448
54,2020/4/20,867,221,1123,454
54,2020/4/21,867,225,1139,466
54,2020/4/22,859,209,1155,473
54,2020/4/23,879,212,1181,480
55,2020/3/18,22,6,0,0
55,2020/3/19,70,6,8,0
55,2020/3/20,92,10,12,0
55,2020/3/21,120,12,14,2
55,2020/3/22,120,12,14,2
55,2020/3/23,171,14,32,4
55,2020/3/24,191,14,40,18
55,2020/3/25,213,18,48,22
55,2020/3/26,231,20,64,24
55,2020/3/27,256,26,74,26
55,2020/3/28,260,26,74,28
55,2020/3/29,262,26,76,28
55,2020/3/30,296,30,110,34
55,2020/3/31,282,32,138,44
55,2020/4/1,322,38,156,44
55,2020/4/2,304,42,186,46
55,2020/4/3,306,40,210,50
55,2020/4/4,316,42,230,54
55,2020/4/5,312,42,236,56
55,2020/4/6,336,46,248,62
55,2020/4/7,334,46,282,66
55,2020/4/8,326,46,294,78
55,2020/4/9,314,46,322,82
55,2020/4/10,307,48,348,84
55,2020/4/11,285,42,366,90
55,2020/4/12,287,40,380,98
55,2020/4/13,285,40,382,98
55,2020/4/14,291,44,398,100
55,2020/4/15,291,38,424,104
55,2020/4/16,289,42,438,108
55,2020/4/17,293,36,444,125
55,2020/4/18,303,36,458,132
55,2020/4/19,309,36,462,136
55,2020/4/20,307,34,472,142
55,2020/4/21,289,30,492,148
55,2020/4/22,289,28,496,154
55,2020/4/23,266,30,500,156
56,2020/3/18,78,28,20,14
56,2020/3/19,84,24,41,18
56,2020/3/20,98,24,48,18
56,2020/3/21,124,22,56,24
56,2020/3/22,154,30,58,26
56,2020/3/23,134,28,72,34
56,2020/3/24,134,28,86,34
56,2020/3/25,138,26,104,40
56,2020/3/26,178,36,114,42
56,2020/3/27,178,38,134,50
56,2020/3/28,186,50,148,50
56,2020/3/29,196,52,158,56
56,2020/3/30,212,58,158,58
56,2020/3/31,234,60,162,60
56,2020/4/1,266,64,172,64
56,2020/4/2,276,60,190,70
56,2020/4/3,286,58,196,74
56,2020/4/4,272,48,220,80
56,2020/4/5,269,47,226,90
56,2020/4/6,294,70,238,96
56,2020/4/7,288,68,254,104
56,2020/4/8,308,68,298,110
56,2020/4/9,294,66,324,110
56,2020/4/10,278,68,350,112
56,2020/4/11,260,70,388,118
56,2020/4/12,264,68,394,120
56,2020/4/13,262,70,400,120
56,2020/4/14,254,68,414,130
56,2020/4/15,236,62,430,138
56,2020/4/16,230,60,442,142
56,2020/4/17,232,56,450,142
56,2020/4/18,232,52,459,144
56,2020/4/19,236,50,468,146
56,2020/4/20,239,50,472,148
56,2020/4/21,240,44,486,150
56,2020/4/22,238,42,498,150
56,2020/4/23,251,42,506,150
57,2020/3/18,338,68,22,32
57,2020/3/19,387,92,30,38
57,2020/3/20,512,122,47,46
57,2020/3/21,569,128,67,50
57,2020/3/22,662,144,101,64
57,2020/3/23,777,166,115,106
57,2020/3/24,1040,201,158,130
57,2020/3/25,1124,229,225,158
57,2020/3/26,1274,238,284,198
57,2020/3/27,1372,252,337,244
57,2020/3/28,1485,288,401,303
57,2020/3/29,1610,321,423,325
57,2020/3/30,1734,339,465,363
57,2020/3/31,1884,358,513,385
57,2020/4/1,2031,360,605,423
57,2020/4/2,2051,349,718,483
57,2020/4/3,2043,335,858,563
57,2020/4/4,2047,333,940,623
57,2020/4/5,2027,335,1028,673
57,2020/4/6,2012,344,1128,715
57,2020/4/7,2031,344,1253,777
57,2020/4/8,1998,333,1379,826
57,2020/4/9,2039,332,1469,855
57,2020/4/10,2098,320,1571,901
57,2020/4/11,2070,320,1623,931
57,2020/4/12,2092,318,1679,957
57,2020/4/13,2087,328,1707,991
57,2020/4/14,2123,324,1753,1023
57,2020/4/15,2138,318,1893,1059
57,2020/4/16,2135,308,2015,1080
57,2020/4/17,2106,310,2115,1094
57,2020/4/18,2043,300,2229,1116
57,2020/4/19,2007,296,2267,1134
57,2020/4/20,2007,286,2311,1154
57,2020/4/21,1971,280,2391,1168
57,2020/4/22,1983,274,2474,1184
57,2020/4/23,1956,280,2592,1200
58,2020/3/18,0,0,0,0
58,2020/3/19,0,0,0,0
58,2020/3/20,2,2,0,0
58,2020/3/21,2,2,0,0
58,2020/3/22,2,2,0,0
58,2020/3/23,6,4,0,0
58,2020/3/24,6,4,0,0
58,2020/3/25,6,4,0,0
58,2020/3/26,8,4,0,0
58,2020/3/27,12,6,0,0
58,2020/3/28,14,8,2,0
58,2020/3/29,18,12,2,0
58,2020/3/30,24,14,2,0
58,2020/3/31,24,16,2,4
58,2020/4/1,24,18,2,6
58,2020/4/2,30,14,4,8
58,2020/4/3,42,14,4,10
58,2020/4/4,54,16,10,10
58,2020/4/5,68,22,12,10
58,2020/4/6,72,20,12,12
58,2020/4/7,68,18,16,14
58,2020/4/8,72,18,22,14
58,2020/4/9,74,16,22,14
58,2020/4/10,96,20,26,14
58,2020/4/11,106,20,30,14
58,2020/4/12,112,20,32,14
58,2020/4/13,120,22,32,16
58,2020/4/14,116,20,34,24
58,2020/4/15,110,22,42,24
58,2020/4/16,126,22,44,24
58,2020/4/17,122,20,52,24
58,2020/4/18,120,22,56,28
58,2020/4/19,118,22,56,30
58,2020/4/20,116,20,56,36
58,2020/4/21,116,18,58,38
58,2020/4/22,110,14,62,42
58,2020/4/23,102,14,76,42
59,2020/3/18,211,52,12,6
59,2020/3/19,276,70,24,10
59,2020/3/20,224,78,30,10
59,2020/3/21,158,86,34,10
59,2020/3/22,192,86,40,22
59,2020/3/23,290,136,60,30
59,2020/3/24,366,152,64,38
59,2020/3/25,478,186,72,40
59,2020/3/26,566,212,100,54
59,2020/3/27,661,257,154,70
59,2020/3/28,778,286,186,80
59,2020/3/29,892,314,222,86
59,2020/3/30,1023,360,269,110
59,2020/3/31,1144,420,357,132
59,2020/4/1,1219,441,429,162
59,2020/4/2,1400,477,513,202
59,2020/4/3,1451,494,601,246
59,2020/4/4,1540,514,678,267
59,2020/4/5,1649,530,706,291
59,2020/4/6,1733,526,782,329
59,2020/4/7,1768,556,908,363
59,2020/4/8,1777,544,1051,392
59,2020/4/9,1812,534,1150,424
59,2020/4/10,1865,539,1266,454
59,2020/4/11,1858,531,1358,493
59,2020/4/12,1888,529,1380,515
59,2020/4/13,1928,529,1394,545
59,2020/4/14,1958,513,1441,586
59,2020/4/15,1882,500,1625,628
59,2020/4/16,1858,474,1749,658
59,2020/4/17,1825,475,1849,690
59,2020/4/18,1837,467,1907,707
59,2020/4/19,1847,461,1941,718
59,2020/4/20,1906,456,1975,731
59,2020/4/21,1857,434,2113,757
59,2020/4/22,1858,413,2170,775
59,2020/4/23,1848,419,2242,787
60,2020/3/18,188,44,36,12
60,2020/3/19,218,42,46,28
60,2020/3/20,246,56,60,36
60,2020/3/21,276,56,86,36
60,2020/3/22,294,56,94,38
60,2020/3/23,347,62,108,58
60,2020/3/24,378,70,142,76
60,2020/3/25,420,86,156,88
60,2020/3/26,448,90,218,116
60,2020/3/27,464,104,240,132
60,2020/3/28,490,98,254,154
60,2020/3/29,518,98,258,164
60,2020/3/30,552,104,278,180
60,2020/3/31,555,111,300,198
60,2020/4/1,585,119,366,238
60,2020/4/2,707,145,430,252
60,2020/4/3,710,143,486,282
60,2020/4/4,686,141,540,297
60,2020/4/5,712,145,552,301
60,2020/4/6,749,143,567,321
60,2020/4/7,810,141,627,355
60,2020/4/8,840,139,719,375
60,2020/4/9,841,139,764,377
60,2020/4/10,862,139,816,390
60,2020/4/11,881,141,851,407
60,2020/4/12,920,145,880,427
60,2020/4/13,916,143,884,441
60,2020/4/14,911,139,931,459
60,2020/4/15,958,133,961,485
60,2020/4/16,948,133,1027,503
60,2020/4/17,979,131,1069,515
60,2020/4/18,983,129,1087,521
60,2020/4/19,1009,128,1109,529
60,2020/4/20,985,120,1135,555
60,2020/4/21,970,116,1189,565
60,2020/4/22,918,108,1259,583
60,2020/4/23,924,108,1293,595
61,2020/3/18,8,0,4,0
61,2020/3/19,4,0,6,0
61,2020/3/20,6,2,6,0
61,2020/3/21,8,2,6,0
61,2020/3/22,8,2,6,0
61,2020/3/23,12,4,14,0
61,2020/3/24,16,4,20,0
61,2020/3/25,22,8,40,2
61,2020/3/26,28,10,48,2
61,2020/3/27,30,10,50,2
61,2020/3/28,38,10,56,2
61,2020/3/29,50,10,56,2
61,2020/3/30,56,12,58,2
61,2020/3/31,74,12,70,6
61,2020/4/1,98,12,84,10
61,2020/4/2,116,16,84,14
61,2020/4/3,118,18,90,16
61,2020/4/4,126,26,100,16
61,2020/4/5,134,28,102,18
61,2020/4/6,130,30,116,18
61,2020/4/7,136,30,134,22
61,2020/4/8,136,28,156,24
61,2020/4/9,144,28,158,28
61,2020/4/10,150,26,178,28
61,2020/4/11,134,26,196,32
61,2020/4/12,146,28,198,34
61,2020/4/13,142,28,202,38
61,2020/4/14,148,26,214,38
61,2020/4/15,142,26,228,40
61,2020/4/16,136,22,238,40
61,2020/4/17,140,26,238,46
61,2020/4/18,134,26,254,46
61,2020/4/19,140,26,254,48
61,2020/4/20,132,26,264,50
61,2020/4/21,125,26,278,50
61,2020/4/22,123,26,282,54
61,2020/4/23,129,26,284,54
62,2020/3/18,44,18,32,0
62,2020/3/19,60,22,50,0
62,2020/3/20,100,40,52,2
62,2020/3/21,88,36,54,2
62,2020/3/22,98,40,60,2
62,2020/3/23,130,56,66,6
62,2020/3/24,170,68,68,12
62,2020/3/25,206,80,84,16
62,2020/3/26,238,86,104,18
62,2020/3/27,242,88,122,18
62,2020/3/28,298,108,138,24
62,2020/3/29,336,116,148,26
62,2020/3/30,381,150,166,34
62,2020/3/31,430,168,188,38
62,2020/4/1,549,186,208,46
62,2020/4/2,579,198,256,54
62,2020/4/3,686,232,313,68
62,2020/4/4,726,244,355,84
62,2020/4/5,725,244,375,92
62,2020/4/6,780,246,401,110
62,2020/4/7,859,246,443,128
62,2020/4/8,866,238,514,148
62,2020/4/9,912,252,568,162
62,2020/4/10,890,208,665,184
62,2020/4/11,866,196,701,192
62,2020/4/12,878,190,741,206
62,2020/4/13,892,184,767,210
62,2020/4/14,924,194,791,228
62,2020/4/15,940,208,871,254
62,2020/4/16,978,186,911,256
62,2020/4/17,944,176,987,290
62,2020/4/18,946,163,1049,296
62,2020/4/19,942,163,1071,302
62,2020/4/20,946,171,1095,310
62,2020/4/21,943,169,1235,328
62,2020/4/22,914,154,1285,338
62,2020/4/23,874,138,1381,378
63,2020/3/18,20,4,6,0
63,2020/3/19,18,2,8,0
63,2020/3/20,8,2,18,0
63,2020/3/21,8,2,20,0
63,2020/3/22,8,4,22,0
63,2020/3/23,14,6,22,0
63,2020/3/24,30,8,22,0
63,2020/3/25,34,8,24,0
63,2020/3/26,42,8,26,0
63,2020/3/27,54,10,28,0
63,2020/3/28,70,16,28,0
63,2020/3/29,102,42,28,0
63,2020/3/30,122,62,32,2
63,2020/3/31,118,62,36,2
63,2020/4/1,154,62,46,4
63,2020/4/2,148,66,58,6
63,2020/4/3,142,62,70,8
63,2020/4/4,138,66,92,8
63,2020/4/5,160,82,92,12
63,2020/4/6,168,78,96,14
63,2020/4/7,154,78,118,22
63,2020/4/8,148,74,132,28
63,2020/4/9,146,72,140,30
63,2020/4/10,146,68,154,30
63,2020/4/11,144,54,158,36
63,2020/4/12,152,54,158,36
63,2020/4/13,160,54,158,36
63,2020/4/14,158,54,160,36
63,2020/4/15,146,52,172,36
63,2020/4/16,147,52,174,42
63,2020/4/17,142,52,182,44
63,2020/4/18,140,44,190,48
63,2020/4/19,134,44,194,50
63,2020/4/20,138,44,194,54
63,2020/4/21,132,44,204,54
63,2020/4/22,118,36,214,60
63,2020/4/23,102,36,232,60
64,2020/3/18,10,0,0,0
64,2020/3/19,18,0,2,0
64,2020/3/20,16,0,4,2
64,2020/3/21,20,2,4,2
64,2020/3/22,30,2,4,2
64,2020/3/23,38,2,10,2
64,2020/3/24,46,10,14,2
64,2020/3/25,64,14,16,6
64,2020/3/26,78,18,36,8
64,2020/3/27,96,22,42,10
64,2020/3/28,96,20,56,12
64,2020/3/29,104,26,64,12
64,2020/3/30,110,30,68,18
64,2020/3/31,144,52,74,20
64,2020/4/1,146,54,92,20
64,2020/4/2,148,58,97,24
64,2020/4/3,154,60,108,26
64,2020/4/4,160,58,130,26
64,2020/4/5,154,58,136,28
64,2020/4/6,170,54,138,28
64,2020/4/7,162,56,148,28
64,2020/4/8,176,56,158,28
64,2020/4/9,192,56,158,28
64,2020/4/10,194,56,172,32
64,2020/4/11,184,54,190,32
64,2020/4/12,186,52,192,36
64,2020/4/13,184,48,196,38
64,2020/4/14,184,46,196,38
64,2020/4/15,180,46,208,38
64,2020/4/16,172,42,224,38
64,2020/4/17,172,38,224,40
64,2020/4/18,158,26,248,40
64,2020/4/19,156,26,250,40
64,2020/4/20,158,26,252,40
64,2020/4/21,158,26,252,40
64,2020/4/22,154,24,260,40
64,2020/4/23,142,20,276,40
65,2020/3/18,0,0,0,0
65,2020/3/19,4,2,0,0
65,2020/3/20,4,2,0,0
65,2020/3/21,10,2,0,0
65,2020/3/22,10,2,2,0
65,2020/3/23,14,2,4,0
65,2020/3/24,12,2,6,0
65,2020/3/25,14,4,6,0
65,2020/3/26,30,4,10,2
65,2020/3/27,34,6,10,2
65,2020/3/28,42,10,12,2
65,2020/3/29,50,10,14,2
65,2020/3/30,58,14,18,2
65,2020/3/31,56,14,24,2
65,2020/4/1,78,14,28,2
65,2020/4/2,82,12,32,6
65,2020/4/3,80,12,38,6
65,2020/4/4,86,10,44,10
65,2020/4/5,104,14,48,14
65,2020/4/6,110,14,50,14
65,2020/4/7,114,12,58,14
65,2020/4/8,123,14,66,14
65,2020/4/9,127,14,74,14
65,2020/4/10,135,12,86,14
65,2020/4/11,147,10,92,16
65,2020/4/12,167,12,92,16
65,2020/4/13,165,10,96,20
65,2020/4/14,165,10,100,24
65,2020/4/15,163,10,112,28
65,2020/4/16,157,10,120,28
65,2020/4/17,154,8,127,28
65,2020/4/18,152,8,135,28
65,2020/4/19,154,8,137,28
65,2020/4/20,166,8,139,32
65,2020/4/21,154,8,149,34
65,2020/4/22,152,8,153,36
65,2020/4/23,147,8,161,36
66,2020/3/18,18,10,2,0
66,2020/3/19,38,22,6,6
66,2020/3/20,52,30,6,8
66,2020/3/21,50,30,6,10
66,2020/3/22,120,40,8,10
66,2020/3/23,166,44,12,12
66,2020/3/24,182,56,24,14
66,2020/3/25,196,60,46,14
66,2020/3/26,226,70,58,16
66,2020/3/27,224,64,74,18
66,2020/3/28,246,68,94,18
66,2020/3/29,252,66,104,22
66,2020/3/30,246,74,120,26
66,2020/3/31,244,70,156,28
66,2020/4/1,222,70,190,30
66,2020/4/2,224,68,208,32
66,2020/4/3,206,68,244,32
66,2020/4/4,214,72,250,34
66,2020/4/5,204,62,268,34
66,2020/4/6,210,64,280,36
66,2020/4/7,196,70,304,38
66,2020/4/8,182,62,324,38
66,2020/4/9,174,64,338,38
66,2020/4/10,158,66,364,40
66,2020/4/11,156,58,370,42
66,2020/4/12,158,54,370,44
66,2020/4/13,148,52,392,44
66,2020/4/14,130,42,410,44
66,2020/4/15,110,34,432,46
66,2020/4/16,94,34,450,46
66,2020/4/17,76,30,460,48
66,2020/4/18,64,28,472,48
66,2020/4/19,66,30,472,48
66,2020/4/20,62,26,474,50
66,2020/4/21,58,26,484,50
66,2020/4/22,52,24,492,50
66,2020/4/23,52,24,492,54
67,2020/3/18,417,116,8,30
67,2020/3/19,598,164,26,36
67,2020/3/20,729,184,84,56
67,2020/3/21,830,215,102,62
67,2020/3/22,901,219,102,75
67,2020/3/23,1064,277,154,98
67,2020/3/24,1239,326,240,137
67,2020/3/25,1375,368,298,159
67,2020/3/26,1447,407,448,185
67,2020/3/27,1568,445,468,214
67,2020/3/28,1660,445,524,234
67,2020/3/29,1759,467,554,270
67,2020/3/30,1815,495,574,306
67,2020/3/31,1921,507,649,360
67,2020/4/1,2003,534,814,412
67,2020/4/2,2066,544,882,448
67,2020/4/3,2119,566,1054,504
67,2020/4/4,2099,554,1168,524
67,2020/4/5,2139,533,1233,554
67,2020/4/6,2142,531,1297,573
67,2020/4/7,2153,527,1419,608
67,2020/4/8,2140,544,1563,634
67,2020/4/9,2165,534,1707,662
67,2020/4/10,2197,530,1881,684
67,2020/4/11,2199,520,1908,690
67,2020/4/12,2189,520,1983,702
67,2020/4/13,2197,510,2003,712
67,2020/4/14,2231,499,2044,747
67,2020/4/15,2134,467,2246,773
67,2020/4/16,2085,447,2372,791
67,2020/4/17,2036,423,2505,825
67,2020/4/18,2011,411,2616,845
67,2020/4/19,2007,410,2644,855
67,2020/4/20,2032,414,2666,867
67,2020/4/21,2045,404,2764,897
67,2020/4/22,1977,388,2872,921
67,2020/4/23,1856,372,3029,941
68,2020/3/18,738,154,230,147
68,2020/3/19,870,146,260,181
68,2020/3/20,1009,182,337,209
68,2020/3/21,1026,188,391,242
68,2020/3/22,1068,180,441,271
68,2020/3/23,1254,198,465,313
68,2020/3/24,1421,193,545,372
68,2020/3/25,1599,211,646,476
68,2020/3/26,1749,234,744,533
68,2020/3/27,1917,252,815,577
68,2020/3/28,1898,258,965,647
68,2020/3/29,1989,270,1023,693
68,2020/3/30,2043,275,1131,757
68,2020/3/31,2070,309,1303,819
68,2020/4/1,2154,311,1369,826
68,2020/4/2,2201,319,1523,834
68,2020/4/3,2191,323,1637,880
68,2020/4/4,2042,298,1779,914
68,2020/4/5,2036,299,1864,938
68,2020/4/6,2077,281,1909,1013
68,2020/4/7,2110,299,2071,1048
68,2020/4/8,2054,304,2211,1092
68,2020/4/9,2022,286,2339,1118
68,2020/4/10,2043,264,2411,1136
68,2020/4/11,2049,278,2455,1148
68,2020/4/12,2051,284,2483,1172
68,2020/4/13,2043,280,2521,1186
68,2020/4/14,2080,280,2595,1187
68,2020/4/15,2039,266,2767,1215
68,2020/4/16,1953,270,2933,1249
68,2020/4/17,1983,268,2969,1251
68,2020/4/18,1940,252,3049,1259
68,2020/4/19,1910,238,3111,1263
68,2020/4/20,1946,244,3131,1273
68,2020/4/21,1935,232,3152,1279
68,2020/4/22,1885,234,3250,1287
68,2020/4/23,1905,232,3304,1293
69,2020/3/18,62,14,20,0
69,2020/3/19,269,44,65,13
69,2020/3/20,351,63,103,31
69,2020/3/21,424,62,109,35
69,2020/3/22,547,76,127,45
69,2020/3/23,763,123,147,61
69,2020/3/24,890,154,190,77
69,2020/3/25,1126,226,227,97
69,2020/3/26,1278,224,305,125
69,2020/3/27,1476,274,417,158
69,2020/3/28,1715,373,491,186
69,2020/3/29,1809,411,539,214
69,2020/3/30,1964,467,573,240
69,2020/3/31,2102,491,659,258
69,2020/4/1,2219,525,777,300
69,2020/4/2,2268,525,877,340
69,2020/4/3,2397,549,989,362
69,2020/4/4,2423,577,1109,390
69,2020/4/5,2493,605,1160,422
