dep,jour,hosp,rea,rad,dc
69,2020/4/6,2440,588,1250,459
69,2020/4/7,2343,545,1484,489
69,2020/4/8,2297,542,1638,537
69,2020/4/9,2390,526,1761,555
69,2020/4/10,2386,516,1905,580
69,2020/4/11,2484,506,2026,600
69,2020/4/12,2480,500,2082,610
69,2020/4/13,2501,504,2094,630
69,2020/4/14,2491,502,2162,662
69,2020/4/15,2464,494,2338,700
69,2020/4/16,2452,492,2442,728
69,2020/4/17,2472,470,2568,742
69,2020/4/18,2427,454,2683,770
69,2020/4/19,2483,454,2703,786
69,2020/4/20,2455,462,2761,822
69,2020/4/21,2422,438,2871,852
69,2020/4/22,2403,414,2983,864
69,2020/4/23,2391,376,3059,878
70,2020/3/18,28,8,4,0
70,2020/3/19,28,6,6,0
70,2020/3/20,52,12,10,0
70,2020/3/21,52,12,10,0
70,2020/3/22,52,12,10,0
70,2020/3/23,52,12,10,0
70,2020/3/24,74,26,16,6
70,2020/3/25,88,36,22,12
70,2020/3/26,124,44,26,12
70,2020/3/27,134,46,44,12
70,2020/3/28,131,42,52,18
70,2020/3/29,131,36,58,20
70,2020/3/30,126,32,75,28
70,2020/3/31,138,30,89,38
70,2020/4/1,136,32,109,44
70,2020/4/2,154,30,119,56
70,2020/4/3,162,28,125,60
70,2020/4/4,160,32,137,66
70,2020/4/5,160,34,139,74
70,2020/4/6,158,32,143,88
70,2020/4/7,168,34,163,90
70,2020/4/8,174,36,169,90
70,2020/4/9,182,36,181,90
70,2020/4/10,178,34,195,94
70,2020/4/11,174,34,199,96
70,2020/4/12,170,34,203,98
70,2020/4/13,170,34,203,100
70,2020/4/14,190,36,207,102
70,2020/4/15,178,32,243,112
70,2020/4/16,178,32,253,114
70,2020/4/17,189,34,259,116
70,2020/4/18,191,34,259,116
70,2020/4/19,191,34,259,116
70,2020/4/20,179,38,285,120
70,2020/4/21,181,36,291,120
70,2020/4/22,181,34,295,124
70,2020/4/23,191,34,295,126
71,2020/3/18,70,0,8,10
71,2020/3/19,96,6,14,10
71,2020/3/20,106,10,20,16
71,2020/3/21,100,12,28,20
71,2020/3/22,130,12,72,24
71,2020/3/23,168,14,100,26
71,2020/3/24,183,28,191,40
71,2020/3/25,217,38,196,50
71,2020/3/26,297,44,231,58
71,2020/3/27,329,54,238,64
71,2020/3/28,363,62,273,68
71,2020/3/29,367,54,279,72
71,2020/3/30,373,68,289,86
71,2020/3/31,381,60,291,96
71,2020/4/1,345,66,295,100
71,2020/4/2,338,70,321,106
71,2020/4/3,326,72,333,120
71,2020/4/4,324,74,333,126
71,2020/4/5,346,74,339,130
71,2020/4/6,386,76,361,138
71,2020/4/7,382,72,383,148
71,2020/4/8,382,72,421,150
71,2020/4/9,375,70,443,162
71,2020/4/10,367,72,467,178
71,2020/4/11,347,66,515,182
71,2020/4/12,349,68,523,184
71,2020/4/13,351,68,525,184
71,2020/4/14,359,68,535,194
71,2020/4/15,373,62,559,208
71,2020/4/16,379,64,597,226
71,2020/4/17,402,60,620,230
71,2020/4/18,404,58,630,232
71,2020/4/19,404,60,646,240
71,2020/4/20,418,60,650,246
71,2020/4/21,414,60,690,270
71,2020/4/22,454,58,730,274
71,2020/4/23,460,54,738,282
72,2020/3/18,18,0,2,0
72,2020/3/19,16,0,10,0
72,2020/3/20,16,0,10,0
72,2020/3/21,18,0,10,0
72,2020/3/22,22,0,12,0
72,2020/3/23,40,4,12,2
72,2020/3/24,46,6,24,2
72,2020/3/25,52,6,26,2
72,2020/3/26,78,10,40,4
72,2020/3/27,106,24,44,6
72,2020/3/28,157,34,50,8
72,2020/3/29,193,34,55,10
72,2020/3/30,195,46,60,10
72,2020/3/31,201,48,84,18
72,2020/4/1,197,46,100,26
72,2020/4/2,211,44,116,32
72,2020/4/3,218,50,140,36
72,2020/4/4,210,46,156,36
72,2020/4/5,216,48,164,38
72,2020/4/6,212,48,174,42
72,2020/4/7,226,46,190,42
72,2020/4/8,232,48,210,44
72,2020/4/9,260,40,215,46
72,2020/4/10,286,42,220,48
72,2020/4/11,294,44,236,50
72,2020/4/12,302,46,242,54
72,2020/4/13,310,44,244,54
72,2020/4/14,284,42,272,66
72,2020/4/15,284,36,310,66
72,2020/4/16,281,34,334,68
72,2020/4/17,279,30,348,70
72,2020/4/18,281,34,360,72
72,2020/4/19,281,28,362,76
72,2020/4/20,271,28,362,82
72,2020/4/21,267,26,362,84
72,2020/4/22,277,26,362,86
72,2020/4/23,282,30,378,88
73,2020/3/18,16,0,6,0
73,2020/3/19,20,4,10,0
73,2020/3/20,33,4,16,0
73,2020/3/21,36,4,16,0
73,2020/3/22,44,4,16,0
73,2020/3/23,52,8,26,2
73,2020/3/24,56,8,32,2
73,2020/3/25,76,12,36,4
73,2020/3/26,104,26,38,4
73,2020/3/27,122,30,48,6
73,2020/3/28,131,32,50,6
73,2020/3/29,163,34,54,8
73,2020/3/30,169,48,70,10
73,2020/3/31,200,60,108,10
73,2020/4/1,218,64,174,12
73,2020/4/2,227,72,214,28
73,2020/4/3,216,72,236,30
73,2020/4/4,226,72,240,30
73,2020/4/5,234,70,242,30
73,2020/4/6,234,68,254,36
73,2020/4/7,245,64,279,38
73,2020/4/8,243,62,297,40
73,2020/4/9,241,54,335,40
73,2020/4/10,235,46,355,46
73,2020/4/11,213,46,381,46
73,2020/4/12,215,48,393,46
73,2020/4/13,221,50,395,48
73,2020/4/14,198,40,429,56
73,2020/4/15,192,46,449,56
73,2020/4/16,190,42,457,60
73,2020/4/17,184,38,487,62
73,2020/4/18,176,36,507,64
73,2020/4/19,180,34,515,64
73,2020/4/20,174,36,517,72
73,2020/4/21,172,26,535,76
73,2020/4/22,166,26,543,78
73,2020/4/23,160,24,567,80
74,2020/3/18,55,13,85,10
74,2020/3/19,68,19,96,12
74,2020/3/20,94,15,103,12
74,2020/3/21,94,15,110,14
74,2020/3/22,109,17,113,14
74,2020/3/23,155,30,121,23
74,2020/3/24,184,49,146,28
74,2020/3/25,225,59,167,30
74,2020/3/26,270,74,192,32
74,2020/3/27,324,80,211,38
74,2020/3/28,354,88,245,46
74,2020/3/29,421,108,259,52
74,2020/3/30,480,120,286,54
74,2020/3/31,488,136,316,60
74,2020/4/1,496,150,366,78
74,2020/4/2,504,162,432,92
74,2020/4/3,548,168,455,104
74,2020/4/4,525,170,500,110
74,2020/4/5,583,188,514,112
74,2020/4/6,579,190,534,128
74,2020/4/7,566,176,587,136
74,2020/4/8,558,162,639,146
74,2020/4/9,561,157,675,154
74,2020/4/10,561,151,701,156
74,2020/4/11,562,149,767,168
74,2020/4/12,566,145,783,174
74,2020/4/13,574,143,795,176
74,2020/4/14,586,139,811,176
74,2020/4/15,586,121,851,180
74,2020/4/16,544,121,909,198
74,2020/4/17,520,115,955,206
74,2020/4/18,552,107,977,210
74,2020/4/19,560,107,983,220
74,2020/4/20,531,99,1007,236
74,2020/4/21,519,95,1041,242
74,2020/4/22,513,87,1063,244
74,2020/4/23,481,81,1095,252
75,2020/3/18,715,210,80,28
75,2020/3/19,902,244,123,44
75,2020/3/20,1142,289,195,60
75,2020/3/21,1288,330,243,72
75,2020/3/22,1449,390,288,80
75,2020/3/23,1838,446,393,118
75,2020/3/24,2140,568,461,160
75,2020/3/25,2564,656,579,224
75,2020/3/26,2970,750,702,278
75,2020/3/27,3295,881,862,360
75,2020/3/28,3836,1036,994,422
75,2020/3/29,4210,1140,1026,474
75,2020/3/30,4409,1193,1209,612
75,2020/3/31,4833,1320,1455,724
75,2020/4/1,5236,1435,1720,806
75,2020/4/2,5647,1560,1900,908
75,2020/4/3,5763,1564,2172,1021
75,2020/4/4,5963,1616,2411,1091
75,2020/4/5,6113,1674,2605,1180
75,2020/4/6,6203,1674,2752,1286
75,2020/4/7,6307,1696,3000,1360
75,2020/4/8,6278,1708,3294,1457
75,2020/4/9,6278,1660,3633,1533
75,2020/4/10,6331,1679,3995,1671
75,2020/4/11,6407,1619,4246,1726
75,2020/4/12,6471,1612,4433,1816
75,2020/4/13,6505,1590,4554,1910
75,2020/4/14,6535,1578,4652,1997
75,2020/4/15,6389,1496,4940,2099
75,2020/4/16,6178,1450,5259,2171
75,2020/4/17,6142,1390,5560,2254
75,2020/4/18,6001,1366,5829,2310
75,2020/4/19,5852,1319,6010,2376
75,2020/4/20,5840,1281,6113,2468
75,2020/4/21,5680,1224,6391,2536
75,2020/4/22,5537,1175,6641,2566
75,2020/4/23,5379,1125,6844,2608
76,2020/3/18,60,6,6,6
76,2020/3/19,66,8,6,8
76,2020/3/20,96,12,10,10
76,2020/3/21,120,20,12,10
76,2020/3/22,143,22,12,14
76,2020/3/23,161,28,16,16
76,2020/3/24,196,36,22,24
76,2020/3/25,250,54,30,26
76,2020/3/26,302,78,36,28
76,2020/3/27,344,100,49,32
76,2020/3/28,432,116,77,36
76,2020/3/29,526,126,87,44
76,2020/3/30,542,146,97,48
76,2020/3/31,626,178,127,68
76,2020/4/1,612,176,181,76
76,2020/4/2,670,200,221,88
76,2020/4/3,676,216,253,106
76,2020/4/4,700,224,289,110
76,2020/4/5,716,226,309,120
76,2020/4/6,727,227,333,130
76,2020/4/7,724,232,389,142
76,2020/4/8,682,226,447,158
76,2020/4/9,660,222,479,168
76,2020/4/10,670,214,515,179
76,2020/4/11,655,210,547,185
76,2020/4/12,629,188,585,189
76,2020/4/13,641,198,595,199
76,2020/4/14,630,187,623,205
76,2020/4/15,614,175,663,207
76,2020/4/16,594,177,691,217
76,2020/4/17,560,163,730,224
76,2020/4/18,561,155,782,228
76,2020/4/19,552,155,811,236
76,2020/4/20,560,143,817,238
76,2020/4/21,527,138,859,248
76,2020/4/22,512,144,891,252
76,2020/4/23,491,132,923,258
77,2020/3/18,50,26,20,0
77,2020/3/19,96,26,30,0
77,2020/3/20,158,62,42,4
77,2020/3/21,178,72,42,6
77,2020/3/22,254,82,46,6
77,2020/3/23,321,107,80,6
77,2020/3/24,335,131,114,22
77,2020/3/25,430,155,138,30
77,2020/3/26,540,195,170,40
77,2020/3/27,640,219,216,42
77,2020/3/28,768,231,250,62
77,2020/3/29,832,225,278,66
77,2020/3/30,932,275,320,90
77,2020/3/31,1063,293,404,126
77,2020/4/1,1126,319,523,162
77,2020/4/2,1234,339,613,190
77,2020/4/3,1384,366,701,214
77,2020/4/4,1339,354,839,242
77,2020/4/5,1410,372,869,252
77,2020/4/6,1376,376,979,298
77,2020/4/7,1471,381,1089,322
77,2020/4/8,1458,393,1259,356
77,2020/4/9,1493,399,1440,394
77,2020/4/10,1553,413,1551,426
77,2020/4/11,1586,405,1606,446
77,2020/4/12,1612,412,1654,460
77,2020/4/13,1647,410,1693,480
77,2020/4/14,1652,417,1786,538
77,2020/4/15,1665,385,1928,572
77,2020/4/16,1673,360,2085,612
77,2020/4/17,1682,356,2237,650
77,2020/4/18,1530,349,2482,702
77,2020/4/19,1541,339,2532,724
77,2020/4/20,1497,313,2618,759
77,2020/4/21,1448,301,2734,793
77,2020/4/22,1432,296,2817,833
77,2020/4/23,1381,298,2927,851
78,2020/3/18,138,36,10,10
78,2020/3/19,184,40,14,12
78,2020/3/20,272,66,32,23
78,2020/3/21,346,78,60,27
78,2020/3/22,409,86,68,27
78,2020/3/23,449,98,82,34
78,2020/3/24,585,143,118,50
78,2020/3/25,655,174,172,74
78,2020/3/26,823,199,224,86
78,2020/3/27,898,200,270,106
78,2020/3/28,1020,238,338,122
78,2020/3/29,1113,250,373,138
78,2020/3/30,1184,274,462,160
78,2020/3/31,1408,316,572,195
78,2020/4/1,1625,356,691,237
78,2020/4/2,1668,360,785,273
78,2020/4/3,1709,369,869,308
78,2020/4/4,1818,377,905,335
78,2020/4/5,1809,369,937,349
78,2020/4/6,1916,367,1025,389
78,2020/4/7,1974,376,1099,417
78,2020/4/8,2066,384,1192,437
78,2020/4/9,2057,370,1291,469
78,2020/4/10,2071,380,1367,498
78,2020/4/11,2101,378,1442,514
78,2020/4/12,2115,374,1474,534
78,2020/4/13,2129,364,1544,550
78,2020/4/14,2097,364,1624,581
78,2020/4/15,2037,348,1765,609
78,2020/4/16,1964,324,1894,631
78,2020/4/17,1934,306,1988,653
78,2020/4/18,1755,278,2203,665
78,2020/4/19,1779,276,2221,665
78,2020/4/20,1792,270,2265,711
78,2020/4/21,1770,270,2345,740
78,2020/4/22,1774,260,2411,754
78,2020/4/23,1705,248,2489,770
79,2020/3/18,4,2,4,0
79,2020/3/19,6,2,6,0
79,2020/3/20,10,2,16,0
79,2020/3/21,10,2,16,0
79,2020/3/22,16,2,20,2
79,2020/3/23,16,2,22,2
79,2020/3/24,18,2,22,2
79,2020/3/25,22,2,22,2
79,2020/3/26,30,2,24,2
79,2020/3/27,32,2,24,4
79,2020/3/28,34,2,26,4
79,2020/3/29,46,8,26,4
79,2020/3/30,50,6,26,4
79,2020/3/31,58,12,28,4
79,2020/4/1,66,12,28,4
79,2020/4/2,58,12,28,10
79,2020/4/3,56,14,34,12
79,2020/4/4,52,18,36,16
79,2020/4/5,58,18,36,16
79,2020/4/6,56,18,38,16
79,2020/4/7,64,16,38,16
79,2020/4/8,66,18,40,18
79,2020/4/9,72,20,44,18
79,2020/4/10,76,24,46,18
79,2020/4/11,76,16,46,18
79,2020/4/12,70,14,48,20
79,2020/4/13,72,14,52,20
79,2020/4/14,74,14,54,20
79,2020/4/15,66,14,56,24
79,2020/4/16,66,14,58,24
79,2020/4/17,68,12,60,24
79,2020/4/18,70,10,60,24
79,2020/4/19,68,10,60,26
79,2020/4/20,66,10,60,26
79,2020/4/21,62,10,64,28
79,2020/4/22,58,6,70,28
79,2020/4/23,54,6,74,28
80,2020/3/18,99,40,18,2
80,2020/3/19,147,46,24,4
80,2020/3/20,185,59,32,6
80,2020/3/21,202,70,42,14
80,2020/3/22,245,78,42,16
80,2020/3/23,271,74,44,18
80,2020/3/24,292,72,55,26
80,2020/3/25,322,78,77,32
80,2020/3/26,335,84,93,40
80,2020/3/27,351,84,105,44
80,2020/3/28,428,98,119,52
80,2020/3/29,454,100,130,62
80,2020/3/30,481,118,144,72
80,2020/3/31,508,126,191,90
80,2020/4/1,539,128,197,96
80,2020/4/2,583,138,215,98
80,2020/4/3,657,144,239,110
80,2020/4/4,660,140,272,138
80,2020/4/5,694,146,305,154
80,2020/4/6,724,144,309,180
80,2020/4/7,699,150,366,192
80,2020/4/8,702,144,398,202
80,2020/4/9,728,154,416,208
80,2020/4/10,714,152,462,220
80,2020/4/11,700,142,541,236
80,2020/4/12,691,142,561,244
80,2020/4/13,718,138,569,252
80,2020/4/14,733,136,596,258
80,2020/4/15,713,128,628,268
80,2020/4/16,714,120,657,271
80,2020/4/17,711,116,709,277
80,2020/4/18,703,108,715,289
80,2020/4/19,709,108,723,295
80,2020/4/20,691,104,741,301
80,2020/4/21,657,96,791,303
80,2020/4/22,654,96,829,317
80,2020/4/23,644,94,861,321
81,2020/3/18,4,0,4,0
81,2020/3/19,10,2,4,0
81,2020/3/20,12,2,6,0
81,2020/3/21,16,2,6,2
81,2020/3/22,20,4,8,2
81,2020/3/23,14,6,8,2
81,2020/3/24,16,6,8,2
81,2020/3/25,32,14,9,2
81,2020/3/26,48,20,12,2
81,2020/3/27,50,24,16,2
81,2020/3/28,60,26,16,2
81,2020/3/29,76,34,16,2
81,2020/3/30,78,34,20,4
81,2020/3/31,90,36,22,4
81,2020/4/1,106,38,24,6
81,2020/4/2,118,48,34,6
81,2020/4/3,120,46,36,6
81,2020/4/4,122,46,38,6
81,2020/4/5,122,48,42,8
81,2020/4/6,110,48,54,10
81,2020/4/7,115,54,68,10
81,2020/4/8,113,44,72,12
81,2020/4/9,101,44,86,14
81,2020/4/10,89,40,98,18
81,2020/4/11,83,38,106,20
81,2020/4/12,87,38,104,20
81,2020/4/13,89,38,106,22
81,2020/4/14,87,38,110,26
81,2020/4/15,83,36,118,28
81,2020/4/16,90,32,112,30
81,2020/4/17,90,30,112,30
81,2020/4/18,89,30,116,30
81,2020/4/19,89,30,116,30
81,2020/4/20,81,22,120,34
81,2020/4/21,78,22,123,34
81,2020/4/22,80,24,125,34
81,2020/4/23,78,18,127,34
82,2020/3/18,2,0,0,2
82,2020/3/19,2,0,0,2
82,2020/3/20,2,0,0,2
82,2020/3/21,6,2,0,2
82,2020/3/22,6,2,0,2
82,2020/3/23,4,2,2,2
82,2020/3/24,6,2,4,2
82,2020/3/25,6,2,4,2
82,2020/3/26,6,4,4,2
82,2020/3/27,8,4,4,2
82,2020/3/28,8,4,4,2
82,2020/3/29,8,4,4,2
82,2020/3/30,14,10,5,2
82,2020/3/31,16,10,6,2
82,2020/4/1,22,10,6,4
82,2020/4/2,24,12,6,4
82,2020/4/3,28,12,6,4
82,2020/4/4,28,14,6,4
82,2020/4/5,32,14,12,4
82,2020/4/6,36,20,12,6
82,2020/4/7,36,18,12,6
82,2020/4/8,40,22,12,6
82,2020/4/9,40,22,16,6
82,2020/4/10,38,20,22,6
82,2020/4/11,36,20,26,6
82,2020/4/12,36,20,26,6
82,2020/4/13,36,20,26,6
82,2020/4/14,36,18,30,6
82,2020/4/15,38,16,34,6
82,2020/4/16,34,16,42,6
82,2020/4/17,28,16,52,6
82,2020/4/18,28,16,52,6
82,2020/4/19,30,18,52,6
82,2020/4/20,32,16,54,6
82,2020/4/21,32,16,54,6
82,2020/4/22,32,14,54,6
82,2020/4/23,28,12,58,6
83,2020/3/18,46,14,156,0
83,2020/3/19,54,26,172,4
83,2020/3/20,70,34,176,4
83,2020/3/21,80,38,196,4
83,2020/3/22,112,44,212,4
83,2020/3/23,112,46,228,10
83,2020/3/24,144,52,234,14
83,2020/3/25,185,60,250,16
83,2020/3/26,205,64,264,24
83,2020/3/27,227,66,276,24
83,2020/3/28,277,74,278,24
83,2020/3/29,311,82,288,26
83,2020/3/30,338,86,312,36
83,2020/3/31,359,104,356,47
83,2020/4/1,353,92,384,54
83,2020/4/2,395,100,390,56
83,2020/4/3,394,102,430,60
83,2020/4/4,434,106,450,64
83,2020/4/5,476,116,460,72
83,2020/4/6,480,124,492,82
83,2020/4/7,466,122,528,88
83,2020/4/8,515,112,556,92
83,2020/4/9,535,112,592,92
83,2020/4/10,537,106,632,98
83,2020/4/11,547,110,666,100
83,2020/4/12,529,106,726,110
83,2020/4/13,556,108,726,122
83,2020/4/14,628,96,754,128
83,2020/4/15,639,94,807,134
83,2020/4/16,625,90,845,144
83,2020/4/17,608,86,879,159
83,2020/4/18,606,90,903,165
83,2020/4/19,614,92,911,167
83,2020/4/20,622,96,915,173
83,2020/4/21,613,100,939,179
83,2020/4/22,647,99,943,185
83,2020/4/23,648,98,975,193
84,2020/3/18,18,6,14,2
84,2020/3/19,24,8,18,2
84,2020/3/20,26,6,20,2
84,2020/3/21,40,10,20,2
84,2020/3/22,44,10,22,2
84,2020/3/23,50,16,32,6
84,2020/3/24,52,16,32,6
84,2020/3/25,66,18,42,6
84,2020/3/26,70,20,54,6
84,2020/3/27,84,26,62,6
84,2020/3/28,90,36,76,8
84,2020/3/29,98,36,76,8
84,2020/3/30,126,40,80,10
84,2020/3/31,120,42,86,12
84,2020/4/1,140,40,96,20
84,2020/4/2,164,44,102,24
84,2020/4/3,156,46,120,26
84,2020/4/4,156,46,128,28
84,2020/4/5,160,48,132,32
84,2020/4/6,174,44,138,32
84,2020/4/7,172,46,170,32
84,2020/4/8,164,44,192,38
84,2020/4/9,172,40,198,38
84,2020/4/10,162,38,214,42
84,2020/4/11,152,36,234,42
84,2020/4/12,157,38,240,44
84,2020/4/13,146,34,246,44
84,2020/4/14,150,34,250,44
84,2020/4/15,137,32,258,46
84,2020/4/16,138,32,258,46
84,2020/4/17,130,34,270,46
84,2020/4/18,128,34,282,48
84,2020/4/19,132,34,282,48
84,2020/4/20,128,32,286,50
84,2020/4/21,134,28,288,52
84,2020/4/22,134,26,290,52
84,2020/4/23,136,26,294,52
85,2020/3/18,2,0,0,0
85,2020/3/19,10,2,10,0
85,2020/3/20,12,2,10,0
85,2020/3/21,8,4,14,0
85,2020/3/22,14,10,14,0
85,2020/3/23,19,11,16,0
85,2020/3/24,30,12,16,0
85,2020/3/25,66,14,16,2
85,2020/3/26,92,18,20,4
85,2020/3/27,108,22,20,6
85,2020/3/28,129,23,26,8
85,2020/3/29,145,29,28,8
85,2020/3/30,150,30,28,8
85,2020/3/31,102,30,46,10
85,2020/4/1,112,32,54,14
85,2020/4/2,114,34,58,14
85,2020/4/3,130,38,62,24
85,2020/4/4,136,40,76,30
85,2020/4/5,148,42,76,30
85,2020/4/6,154,44,76,32
85,2020/4/7,144,44,88,32
85,2020/4/8,130,42,110,34
85,2020/4/9,142,46,114,34
85,2020/4/10,144,42,116,38
85,2020/4/11,150,40,124,40
85,2020/4/12,150,42,130,40
85,2020/4/13,158,40,134,42
85,2020/4/14,158,32,140,48
85,2020/4/15,140,30,156,50
85,2020/4/16,128,32,190,48
85,2020/4/17,142,30,202,48
85,2020/4/18,136,28,208,48
85,2020/4/19,136,28,210,48
85,2020/4/20,132,28,212,52
85,2020/4/21,130,26,224,56
85,2020/4/22,122,26,236,56
85,2020/4/23,112,24,250,58
86,2020/3/18,14,0,0,2
86,2020/3/19,14,0,0,2
86,2020/3/20,22,0,0,2
86,2020/3/21,24,0,2,2
86,2020/3/22,26,2,2,2
86,2020/3/23,30,2,2,6
86,2020/3/24,34,0,10,6
86,2020/3/25,30,0,18,8
86,2020/3/26,48,12,26,8
86,2020/3/27,56,16,30,12
86,2020/3/28,52,16,34,16
86,2020/3/29,68,28,38,18
86,2020/3/30,82,26,40,18
86,2020/3/31,86,42,52,24
86,2020/4/1,94,40,54,24
86,2020/4/2,88,40,60,30
86,2020/4/3,94,40,64,30
86,2020/4/4,90,40,68,32
86,2020/4/5,112,54,72,34
86,2020/4/6,122,56,74,34
86,2020/4/7,118,50,80,38
86,2020/4/8,120,48,86,38
86,2020/4/9,118,44,90,38
86,2020/4/10,112,46,104,38
86,2020/4/11,126,58,104,38
86,2020/4/12,134,58,104,38
86,2020/4/13,142,58,104,41
86,2020/4/14,135,55,118,43
86,2020/4/15,133,51,118,43
86,2020/4/16,121,47,130,49
86,2020/4/17,113,41,138,49
86,2020/4/18,101,35,142,49
86,2020/4/19,101,35,142,49
86,2020/4/20,117,33,144,49
86,2020/4/21,117,33,146,49
86,2020/4/22,109,21,152,49
86,2020/4/23,105,21,152,53
87,2020/3/18,4,0,4,0
87,2020/3/19,12,2,4,0
87,2020/3/20,14,4,4,0
87,2020/3/21,16,4,4,2
87,2020/3/22,26,4,4,2
87,2020/3/23,34,4,4,2
87,2020/3/24,36,6,4,4
87,2020/3/25,40,10,4,6
87,2020/3/26,46,8,6,8
87,2020/3/27,66,8,6,8
87,2020/3/28,78,14,10,8
87,2020/3/29,98,26,10,8
87,2020/3/30,110,26,12,10
87,2020/3/31,122,26,18,10
87,2020/4/1,122,30,30,10
87,2020/4/2,128,34,39,12
87,2020/4/3,122,34,49,14
87,2020/4/4,134,40,51,14
87,2020/4/5,132,40,55,16
87,2020/4/6,132,40,57,20
87,2020/4/7,136,38,63,20
87,2020/4/8,144,38,69,22
87,2020/4/9,148,40,73,22
87,2020/4/10,136,26,85,22
87,2020/4/11,138,36,95,22
87,2020/4/12,154,36,99,22
87,2020/4/13,156,36,103,22
87,2020/4/14,142,28,115,26
87,2020/4/15,128,28,127,26
87,2020/4/16,126,26,131,30
87,2020/4/17,120,22,133,32
87,2020/4/18,118,22,135,32
87,2020/4/19,114,22,139,34
87,2020/4/20,102,20,147,40
87,2020/4/21,104,20,153,42
87,2020/4/22,106,20,157,42
87,2020/4/23,104,16,159,42
88,2020/3/18,64,12,14,16
88,2020/3/19,76,12,16,22
88,2020/3/20,92,10,16,28
88,2020/3/21,109,12,16,32
88,2020/3/22,122,16,32,43
88,2020/3/23,129,19,48,63
88,2020/3/24,151,21,72,71
88,2020/3/25,219,36,88,82
88,2020/3/26,201,34,114,94
88,2020/3/27,251,42,134,112
88,2020/3/28,299,56,158,136
88,2020/3/29,358,54,165,144
88,2020/3/30,391,56,183,162
88,2020/3/31,493,60,203,176
88,2020/4/1,505,68,241,188
88,2020/4/2,530,86,281,197
88,2020/4/3,505,80,319,214
88,2020/4/4,494,80,365,228
88,2020/4/5,534,76,387,234
88,2020/4/6,536,72,399,250
88,2020/4/7,505,70,442,256
88,2020/4/8,495,76,474,262
88,2020/4/9,507,66,494,278
88,2020/4/10,553,68,494,314
88,2020/4/11,531,60,520,316
88,2020/4/12,535,58,530,328
88,2020/4/13,537,62,542,336
88,2020/4/14,537,62,550,346
88,2020/4/15,548,60,590,366
88,2020/4/16,553,60,614,374
88,2020/4/17,537,58,638,378
88,2020/4/18,537,52,654,382
88,2020/4/19,535,50,660,406
88,2020/4/20,489,46,720,418
88,2020/4/21,481,44,756,430
88,2020/4/22,487,42,770,436
88,2020/4/23,479,46,786,440
89,2020/3/18,12,0,2,0
89,2020/3/19,10,2,2,4
89,2020/3/20,20,6,2,4
89,2020/3/21,22,6,2,4
89,2020/3/22,26,6,2,4
89,2020/3/23,32,14,2,4
89,2020/3/24,36,16,2,4
89,2020/3/25,64,22,2,4
89,2020/3/26,70,24,4,6
89,2020/3/27,74,24,4,6
89,2020/3/28,76,24,4,6
89,2020/3/29,80,26,12,8
89,2020/3/30,104,30,16,8
89,2020/3/31,150,32,18,10
89,2020/4/1,170,42,26,16
89,2020/4/2,193,38,30,18
89,2020/4/3,201,40,50,20
89,2020/4/4,203,38,62,22
89,2020/4/5,201,36,62,24
89,2020/4/6,205,36,74,30
89,2020/4/7,187,38,96,34
89,2020/4/8,189,38,116,34
89,2020/4/9,181,36,124,36
89,2020/4/10,175,40,148,46
89,2020/4/11,169,40,170,50
89,2020/4/12,167,40,170,52
89,2020/4/13,165,40,170,56
89,2020/4/14,181,42,180,64
89,2020/4/15,172,38,209,64
89,2020/4/16,192,38,211,66
89,2020/4/17,194,38,217,66
89,2020/4/18,180,38,225,74
89,2020/4/19,188,38,227,76
89,2020/4/20,186,40,233,82
89,2020/4/21,208,40,241,82
89,2020/4/22,238,52,267,86
89,2020/4/23,234,54,277,98
90,2020/3/18,50,18,0,0
90,2020/3/19,78,18,0,6
90,2020/3/20,98,18,0,10
90,2020/3/21,122,22,4,12
90,2020/3/22,136,28,56,28
90,2020/3/23,188,40,62,48
90,2020/3/24,218,44,76,54
90,2020/3/25,276,54,84,60
90,2020/3/26,274,60,104,70
90,2020/3/27,294,60,120,86
90,2020/3/28,328,68,122,88
90,2020/3/29,342,80,132,102
90,2020/3/30,354,80,146,122
90,2020/3/31,402,86,182,122
90,2020/4/1,438,88,182,128
90,2020/4/2,432,92,242,150
90,2020/4/3,434,86,262,156
90,2020/4/4,408,82,310,166
90,2020/4/5,424,86,320,172
90,2020/4/6,442,84,328,178
90,2020/4/7,432,86,376,188
90,2020/4/8,418,86,408,192
90,2020/4/9,420,82,420,196
90,2020/4/10,443,74,452,204
90,2020/4/11,433,70,476,214
90,2020/4/12,439,70,484,222
90,2020/4/13,457,74,492,230
90,2020/4/14,451,72,496,232
90,2020/4/15,401,62,536,246
90,2020/4/16,389,64,564,248
90,2020/4/17,375,58,584,258
90,2020/4/18,361,58,612,260
90,2020/4/19,365,58,613,260
90,2020/4/20,375,58,614,264
90,2020/4/21,349,56,644,268
90,2020/4/22,335,52,656,280
90,2020/4/23,327,46,664,282
91,2020/3/18,102,32,0,2
91,2020/3/19,164,44,8,2
91,2020/3/20,243,56,14,6
91,2020/3/21,301,70,16,7
91,2020/3/22,391,94,24,8
91,2020/3/23,505,132,36,8
91,2020/3/24,587,140,74,16
91,2020/3/25,719,158,116,24
91,2020/3/26,831,186,136,30
91,2020/3/27,905,200,160,36
91,2020/3/28,1024,248,224,42
91,2020/3/29,1047,252,252,66
91,2020/3/30,1163,279,266,86
